,ActualNumberQuarters,ActualNumberofCore,ActualStartQuarter,EnrollmentType,JobType,PreferedMajor,PreferedNumberQuarters,PreferedNumberofCore,PreferedSchool,PreferedStartQuarter,englishSequenceBreak,mathSequenceBreak,Rating,ActualSummerPref_no,ActualSummerPref_yes,SummerPref_no,SummerPref_yes
21,23,4.0,4,0,0,10,13,4.0,1,0,71.0,9.0,1,1,0,1,0
22,17,3.0,0,0,2,9,26,2.0,5,0,80.0,100.0,5,0,1,0,1
23,1,7.0,5,1,0,8,20,4.0,7,6,52.0,98.0,4,1,0,1,0
24,20,3.0,4,0,2,12,7,5.0,5,4,73.0,72.0,3,0,1,0,1
25,22,1.0,4,1,1,3,16,3.0,5,0,48.0,59.0,2,0,1,0,1
26,13,3.0,0,0,1,6,20,3.0,8,0,43.0,31.0,3,1,0,1,0
27,28,1.0,5,1,0,8,16,2.0,0,0,93.0,5.0,2,0,1,0,1
28,29,2.0,5,1,0,6,16,1.0,2,0,50.0,30.0,2,1,0,1,0
29,29,2.0,5,1,2,6,22,2.0,3,0,98.0,5.0,2,0,1,0,1
30,2,5.0,0,0,0,6,4,6.0,7,6,95.0,73.0,4,1,0,1,0
31,23,6.0,4,1,2,8,7,6.0,8,4,48.0,85.0,3,0,1,0,1
32,21,1.0,2,1,2,12,16,2.0,4,2,100.0,76.0,5,0,1,0,1
33,19,5.0,0,0,2,4,17,6.0,4,6,66.0,30.0,3,0,1,0,1
34,1,1.0,4,0,1,8,15,1.0,6,0,62.0,11.0,1,1,0,1,0
35,24,3.0,5,0,0,9,3,4.0,4,4,85.0,25.0,3,1,0,1,0
36,21,4.0,2,0,1,9,25,3.0,7,4,92.0,32.0,3,1,0,1,0
37,21,2.0,2,0,2,3,7,6.0,0,6,72.0,9.0,1,1,0,1,0
38,18,1.0,5,0,2,12,26,4.0,6,2,88.0,73.0,3,1,0,1,0
39,27,7.0,0,0,0,12,25,5.0,7,4,45.0,92.0,3,1,0,1,0
40,16,4.0,0,0,2,4,5,4.0,7,4,70.0,29.0,2,1,0,1,0
41,3,6.0,5,0,1,10,20,2.0,3,0,87.0,1.0,2,1,0,1,0
42,13,0.0,4,0,0,12,2,1.0,1,4,39.0,1.0,3,1,0,1,0
43,22,6.0,5,0,2,6,6,2.0,5,4,45.0,81.0,2,1,0,1,0
44,14,6.0,5,0,1,12,3,5.0,6,0,59.0,10.0,1,1,0,1,0
45,16,3.0,2,0,0,4,14,5.0,0,4,52.0,7.0,3,1,0,1,0
46,12,6.0,5,0,0,0,4,3.0,6,2,61.0,28.0,0,1,0,1,0
47,25,5.0,5,0,1,9,1,5.0,3,0,74.0,19.0,2,1,0,1,0
48,28,5.0,4,1,2,10,18,4.0,2,6,62.0,34.0,2,1,0,1,0
49,12,7.0,0,0,1,6,20,6.0,2,4,72.0,37.0,3,1,0,1,0
50,26,5.0,2,1,0,9,23,3.0,2,6,54.0,74.0,3,1,0,1,0
51,30,6.0,4,1,0,12,16,3.0,1,0,96.0,10.0,2,0,1,0,1
52,11,0.0,2,1,2,9,13,2.0,1,4,92.0,82.0,5,1,0,1,0
53,20,0.0,5,1,0,10,28,2.0,1,4,43.0,41.0,1,1,0,1,0
54,13,1.0,5,1,0,4,24,3.0,4,2,88.0,95.0,5,0,1,0,1
55,3,1.0,5,0,2,10,16,3.0,7,2,100.0,95.0,5,1,0,1,0
56,8,1.0,4,0,0,9,27,6.0,4,0,87.0,27.0,3,0,1,0,1
57,25,2.0,5,1,0,4,21,1.0,1,4,72.0,89.0,3,0,1,0,1
58,8,7.0,4,1,0,4,17,2.0,2,0,69.0,30.0,2,1,0,1,0
59,12,1.0,5,0,0,0,28,6.0,1,6,93.0,55.0,3,1,0,1,0
60,15,6.0,4,0,1,0,2,1.0,8,2,90.0,0.0,2,0,1,0,1
61,11,3.0,0,1,0,0,20,2.0,7,2,84.0,44.0,3,0,1,0,1
62,4,7.0,4,0,2,8,8,4.0,0,0,59.0,18.0,1,1,0,1,0
63,3,2.0,0,1,1,8,24,5.0,5,4,69.0,51.0,2,0,1,0,1
64,20,7.0,5,1,0,4,25,4.0,8,2,30.0,30.0,1,1,0,1,0
65,13,2.0,2,1,1,3,30,4.0,7,2,39.0,34.0,3,0,1,0,1
66,29,4.0,2,0,2,8,21,5.0,3,0,76.0,92.0,4,1,0,1,0
67,16,3.0,4,1,0,3,4,1.0,7,0,35.0,30.0,3,0,1,0,1
68,24,5.0,4,1,2,8,15,2.0,0,0,56.0,70.0,3,1,0,1,0
69,24,6.0,4,0,2,4,20,6.0,8,2,62.0,87.0,3,0,1,0,1
70,26,0.0,5,0,2,8,18,1.0,0,2,87.0,19.0,2,1,0,1,0
71,5,3.0,5,1,0,12,9,4.0,4,4,95.0,36.0,3,1,0,1,0
72,26,0.0,0,0,2,4,26,3.0,8,4,52.0,94.0,3,0,1,0,1
73,6,1.0,4,0,0,0,26,1.0,6,6,48.0,100.0,3,0,1,0,1
74,29,5.0,5,1,2,12,22,3.0,3,2,30.0,79.0,2,1,0,1,0
75,22,2.0,5,0,2,6,17,3.0,6,4,85.0,88.0,4,0,1,0,1
76,11,3.0,5,0,1,3,20,4.0,1,2,80.0,59.0,4,1,0,1,0
77,6,5.0,4,1,0,10,23,4.0,4,6,80.0,95.0,5,0,1,0,1
78,19,4.0,2,0,0,12,4,6.0,7,6,39.0,45.0,3,0,1,0,1
79,28,1.0,0,1,2,12,10,3.0,2,6,95.0,62.0,3,1,0,1,0
80,19,2.0,2,0,2,9,7,1.0,7,2,72.0,56.0,3,0,1,0,1
81,17,0.0,4,0,1,3,5,3.0,4,6,83.0,33.0,3,1,0,1,0
82,6,5.0,5,0,2,6,14,5.0,6,0,41.0,16.0,0,0,1,0,1
83,22,5.0,5,1,2,3,6,1.0,7,2,77.0,96.0,3,1,0,1,0
84,5,2.0,5,0,2,0,23,2.0,1,2,64.0,10.0,0,0,1,0,1
85,2,6.0,4,1,2,3,22,3.0,6,4,81.0,0.0,2,1,0,1,0
86,18,2.0,2,0,0,4,30,6.0,2,0,75.0,84.0,3,0,1,0,1
87,27,7.0,5,1,0,3,7,3.0,3,2,94.0,48.0,3,1,0,1,0
88,20,6.0,4,0,1,6,2,2.0,0,4,46.0,65.0,2,0,1,0,1
89,26,1.0,4,0,1,3,25,4.0,2,0,57.0,92.0,4,0,1,0,1
90,13,2.0,0,0,1,0,6,4.0,3,0,87.0,62.0,4,1,0,1,0
91,8,6.0,5,0,0,3,26,3.0,8,0,38.0,25.0,3,0,1,0,1
92,19,6.0,5,0,2,8,1,1.0,1,0,91.0,24.0,3,1,0,1,0
93,8,6.0,4,0,2,9,23,5.0,8,4,32.0,67.0,3,1,0,1,0
94,3,4.0,0,1,0,4,14,5.0,0,4,47.0,11.0,0,1,0,1,0
95,19,7.0,4,0,2,0,20,6.0,5,6,51.0,15.0,1,1,0,1,0
96,10,7.0,2,1,1,6,26,4.0,5,6,72.0,67.0,3,1,0,1,0
97,1,7.0,4,0,0,4,16,5.0,8,2,62.0,47.0,1,0,1,0,1
98,11,0.0,4,0,0,8,14,2.0,7,4,99.0,90.0,3,0,1,0,1
99,19,2.0,5,1,2,12,26,4.0,2,4,70.0,17.0,3,1,0,1,0
100,19,7.0,5,0,2,6,8,6.0,1,6,80.0,77.0,5,0,1,0,1
101,15,6.0,2,1,0,4,20,4.0,8,2,67.0,44.0,1,0,1,0,1
102,9,0.0,2,1,1,9,24,5.0,8,2,65.0,32.0,2,1,0,1,0
103,11,4.0,2,0,1,4,6,3.0,1,6,61.0,34.0,2,1,0,1,0
104,26,2.0,0,1,1,9,15,5.0,3,6,66.0,62.0,2,1,0,1,0
105,3,2.0,2,1,0,0,11,6.0,5,0,36.0,4.0,0,1,0,1,0
106,5,3.0,2,1,1,10,17,5.0,5,0,88.0,95.0,5,1,0,1,0
107,3,6.0,2,0,0,4,8,5.0,2,2,93.0,59.0,3,0,1,0,1
108,4,0.0,4,1,1,4,14,6.0,7,6,44.0,26.0,0,1,0,1,0
109,9,3.0,0,0,2,10,24,5.0,2,0,95.0,2.0,3,1,0,1,0
110,14,2.0,0,1,1,12,1,3.0,2,0,92.0,100.0,5,0,1,0,1
111,13,6.0,0,1,0,12,6,3.0,5,6,91.0,63.0,4,1,0,1,0
112,5,6.0,0,1,1,4,14,3.0,2,0,56.0,23.0,1,1,0,1,0
113,27,5.0,0,1,0,3,15,1.0,5,0,50.0,99.0,3,0,1,0,1
114,20,3.0,0,0,0,3,2,4.0,1,0,82.0,61.0,3,1,0,1,0
115,5,0.0,0,0,2,0,15,3.0,8,0,39.0,94.0,3,0,1,0,1
116,21,3.0,0,0,2,12,18,2.0,2,2,98.0,41.0,3,0,1,0,1
117,2,3.0,0,1,2,10,30,5.0,1,6,65.0,35.0,1,0,1,0,1
118,16,6.0,4,1,1,10,19,1.0,2,4,71.0,48.0,2,0,1,0,1
119,24,0.0,0,0,1,9,4,2.0,7,6,66.0,56.0,2,1,0,1,0
120,23,1.0,4,1,0,12,9,3.0,8,6,83.0,32.0,3,1,0,1,0
121,15,1.0,5,1,0,3,26,1.0,8,0,65.0,54.0,2,1,0,1,0
122,1,5.0,2,0,1,9,20,4.0,0,0,92.0,76.0,4,1,0,1,0
123,17,5.0,5,1,2,6,3,3.0,7,0,74.0,16.0,2,1,0,1,0
124,10,5.0,2,0,0,6,27,1.0,8,0,53.0,33.0,1,0,1,0,1
125,9,0.0,4,0,0,9,3,2.0,6,0,55.0,97.0,4,1,0,1,0
126,21,3.0,2,0,0,4,7,3.0,1,0,76.0,41.0,2,0,1,0,1
127,11,3.0,0,1,0,9,9,6.0,0,6,82.0,2.0,2,0,1,0,1
128,8,3.0,5,1,0,12,24,2.0,2,0,46.0,16.0,0,1,0,1,0
129,16,5.0,2,0,2,4,21,4.0,2,4,70.0,94.0,5,1,0,1,0
130,15,2.0,2,1,0,10,24,3.0,5,2,30.0,14.0,0,0,1,0,1
131,12,6.0,5,1,0,10,9,1.0,6,4,89.0,31.0,3,0,1,0,1
132,24,7.0,2,1,1,9,19,6.0,0,0,97.0,53.0,3,1,0,1,0
133,3,2.0,0,1,2,6,12,6.0,5,6,49.0,80.0,2,0,1,0,1
134,10,5.0,0,0,2,9,25,6.0,4,4,53.0,8.0,1,0,1,0,1
135,22,1.0,0,1,2,0,13,2.0,4,4,42.0,99.0,3,1,0,1,0
136,12,6.0,0,1,1,10,24,3.0,7,4,33.0,11.0,3,1,0,1,0
137,10,4.0,4,1,2,6,27,4.0,1,2,92.0,92.0,3,1,0,1,0
138,10,2.0,5,1,2,6,30,6.0,2,6,100.0,75.0,3,0,1,0,1
139,25,2.0,0,0,2,0,23,3.0,0,2,32.0,67.0,1,1,0,1,0
140,10,7.0,0,1,0,10,28,3.0,3,6,69.0,44.0,3,0,1,0,1
141,12,5.0,4,0,0,0,9,3.0,1,0,95.0,62.0,3,1,0,1,0
142,27,0.0,4,1,0,12,5,6.0,6,2,77.0,91.0,3,1,0,1,0
143,7,5.0,2,1,2,10,26,5.0,1,0,85.0,11.0,3,1,0,1,0
144,23,6.0,5,0,0,8,24,1.0,6,2,94.0,4.0,3,0,1,0,1
145,9,5.0,0,0,0,4,15,6.0,1,4,42.0,78.0,2,0,1,0,1
146,7,3.0,4,0,0,4,16,5.0,2,0,39.0,56.0,1,1,0,1,0
147,23,4.0,4,0,0,0,22,2.0,2,4,46.0,77.0,2,0,1,0,1
148,1,0.0,0,0,0,9,8,3.0,5,2,56.0,79.0,3,0,1,0,1
149,8,6.0,4,1,2,10,21,1.0,8,0,80.0,64.0,3,1,0,1,0
150,5,3.0,0,0,1,0,25,5.0,7,2,83.0,78.0,3,1,0,1,0
151,30,7.0,0,1,2,8,17,5.0,8,0,39.0,36.0,1,0,1,0,1
152,8,7.0,5,1,0,6,19,5.0,6,0,64.0,50.0,3,1,0,1,0
153,27,4.0,5,1,2,9,2,4.0,5,0,75.0,56.0,3,0,1,0,1
154,1,6.0,0,0,1,4,26,3.0,0,4,79.0,37.0,3,1,0,1,0
155,29,4.0,4,0,1,12,10,5.0,0,0,88.0,5.0,2,1,0,1,0
156,19,3.0,0,1,2,6,12,3.0,1,2,82.0,20.0,3,0,1,0,1
157,21,4.0,2,0,2,12,16,3.0,7,6,90.0,99.0,5,0,1,0,1
158,18,6.0,4,0,0,8,14,2.0,6,2,52.0,47.0,1,0,1,0,1
159,3,6.0,0,0,0,12,15,3.0,3,4,91.0,19.0,2,0,1,0,1
160,23,5.0,0,0,2,10,4,6.0,3,6,35.0,93.0,3,1,0,1,0
161,25,5.0,4,1,2,6,6,6.0,6,6,55.0,8.0,3,0,1,0,1
162,28,6.0,2,1,0,4,6,4.0,4,4,43.0,76.0,3,0,1,0,1
163,3,7.0,5,0,2,8,6,3.0,4,2,72.0,92.0,5,0,1,0,1
164,29,5.0,4,1,1,0,27,2.0,2,2,34.0,38.0,1,0,1,0,1
165,27,5.0,2,1,1,9,27,4.0,8,6,33.0,66.0,2,0,1,0,1
166,9,7.0,5,0,0,0,20,3.0,6,4,45.0,19.0,0,1,0,1,0
167,23,3.0,5,0,1,0,12,2.0,0,4,65.0,46.0,2,0,1,0,1
168,4,3.0,4,0,1,10,18,2.0,4,0,44.0,29.0,3,0,1,0,1
169,16,5.0,2,0,0,3,19,2.0,2,0,62.0,81.0,3,0,1,0,1
170,16,6.0,2,1,1,3,15,5.0,7,6,57.0,65.0,2,1,0,1,0
171,25,1.0,4,0,1,8,26,1.0,3,2,65.0,75.0,3,0,1,0,1
172,4,4.0,5,0,0,12,11,6.0,6,2,70.0,100.0,4,0,1,0,1
173,26,6.0,0,0,0,9,14,5.0,6,2,87.0,28.0,3,1,0,1,0
174,30,7.0,2,0,1,12,1,3.0,8,2,92.0,89.0,5,0,1,0,1
175,30,0.0,5,0,2,3,16,6.0,5,4,98.0,82.0,4,1,0,1,0
176,27,3.0,2,1,1,10,14,2.0,6,2,34.0,60.0,3,1,0,1,0
177,17,5.0,5,0,0,9,23,2.0,2,6,65.0,35.0,3,1,0,1,0
178,5,2.0,2,0,2,3,18,3.0,5,4,75.0,8.0,1,0,1,0,1
179,26,3.0,0,1,1,3,30,6.0,6,4,48.0,9.0,3,1,0,1,0
180,23,0.0,5,1,0,8,18,3.0,6,4,36.0,26.0,3,1,0,1,0
181,12,4.0,2,0,0,9,21,5.0,6,4,87.0,67.0,3,0,1,0,1
182,30,3.0,0,0,1,10,14,3.0,7,0,76.0,84.0,4,0,1,0,1
183,19,4.0,2,1,1,6,7,5.0,6,0,40.0,82.0,3,0,1,0,1
184,11,5.0,4,0,2,9,29,3.0,6,6,38.0,9.0,0,0,1,0,1
185,6,1.0,0,0,1,12,28,3.0,1,2,52.0,59.0,2,1,0,1,0
186,4,3.0,2,0,0,10,8,3.0,8,2,88.0,40.0,3,1,0,1,0
187,5,3.0,4,1,0,4,18,2.0,0,2,55.0,41.0,2,1,0,1,0
188,14,0.0,2,0,1,6,12,3.0,3,2,30.0,72.0,2,1,0,1,0
189,16,7.0,2,0,2,9,3,5.0,3,4,96.0,29.0,3,0,1,0,1
190,4,3.0,2,1,0,8,19,5.0,7,2,83.0,24.0,2,1,0,1,0
191,6,7.0,2,0,0,4,25,2.0,5,4,71.0,83.0,3,1,0,1,0
192,22,5.0,4,1,2,9,5,5.0,3,6,84.0,98.0,5,1,0,1,0
193,6,3.0,4,0,1,8,6,5.0,1,0,87.0,11.0,3,0,1,0,1
194,28,1.0,2,1,1,10,6,1.0,1,2,59.0,99.0,4,0,1,0,1
195,30,6.0,4,0,0,9,16,2.0,3,2,45.0,81.0,3,1,0,1,0
196,7,2.0,2,0,0,0,15,1.0,1,2,95.0,85.0,5,0,1,0,1
197,20,2.0,0,0,1,9,17,4.0,2,4,41.0,50.0,1,1,0,1,0
198,1,2.0,0,1,1,3,8,2.0,2,0,66.0,32.0,2,0,1,0,1
199,1,7.0,5,1,2,4,5,5.0,6,4,45.0,13.0,3,0,1,0,1
200,11,7.0,2,0,0,12,6,4.0,1,4,73.0,11.0,1,1,0,1,0
201,22,6.0,0,0,1,0,25,3.0,5,0,36.0,97.0,3,0,1,0,1
202,20,3.0,0,0,1,4,25,1.0,0,4,47.0,88.0,2,0,1,0,1
203,2,1.0,4,0,0,10,18,6.0,7,4,70.0,95.0,5,0,1,0,1
204,11,0.0,5,1,1,9,20,1.0,5,0,54.0,83.0,3,1,0,1,0
205,30,5.0,0,1,1,8,29,6.0,1,6,49.0,85.0,2,1,0,1,0
206,24,4.0,4,1,2,0,19,4.0,0,0,48.0,15.0,3,0,1,0,1
207,12,1.0,4,0,1,12,24,2.0,8,2,87.0,22.0,2,0,1,0,1
208,25,2.0,0,1,2,6,16,4.0,2,2,85.0,77.0,3,0,1,0,1
209,6,4.0,0,1,0,10,21,2.0,1,4,31.0,70.0,2,1,0,1,0
210,5,5.0,5,1,1,10,6,2.0,8,6,44.0,47.0,3,1,0,1,0
211,9,5.0,5,1,1,9,11,4.0,4,0,52.0,83.0,3,0,1,0,1
212,4,5.0,2,0,0,9,1,5.0,7,4,45.0,16.0,0,0,1,0,1
213,10,2.0,5,0,0,6,27,6.0,0,2,75.0,64.0,3,0,1,0,1
214,19,3.0,5,0,0,12,5,1.0,4,6,94.0,92.0,5,0,1,0,1
215,22,5.0,2,0,2,6,27,1.0,5,4,58.0,25.0,1,0,1,0,1
216,5,0.0,0,0,1,3,6,1.0,1,0,82.0,8.0,2,0,1,0,1
217,6,5.0,5,0,2,4,21,6.0,5,0,89.0,77.0,5,0,1,0,1
218,4,4.0,0,1,0,6,27,6.0,1,4,63.0,24.0,3,0,1,0,1
219,4,7.0,5,0,2,4,24,5.0,8,0,35.0,55.0,2,0,1,0,1
220,30,2.0,0,0,2,12,26,3.0,6,6,68.0,16.0,0,0,1,0,1
221,28,1.0,4,0,0,12,30,6.0,5,4,59.0,88.0,3,1,0,1,0
222,5,2.0,5,1,0,3,24,2.0,7,0,81.0,3.0,2,1,0,1,0
223,5,6.0,0,0,2,8,8,2.0,5,0,59.0,76.0,3,0,1,0,1
224,11,6.0,5,1,0,3,28,3.0,0,0,44.0,38.0,1,1,0,1,0
225,20,1.0,4,1,0,3,8,4.0,0,6,49.0,0.0,0,1,0,1,0
226,28,4.0,2,1,0,8,24,5.0,7,6,44.0,81.0,3,1,0,1,0
227,10,4.0,4,1,2,6,23,3.0,3,2,87.0,59.0,4,1,0,1,0
228,7,0.0,0,0,0,3,27,6.0,6,4,64.0,25.0,1,1,0,1,0
229,14,0.0,5,1,1,3,25,3.0,6,2,70.0,18.0,1,0,1,0,1
230,11,4.0,0,1,1,12,11,2.0,2,2,83.0,84.0,4,1,0,1,0
231,7,0.0,4,1,1,0,28,1.0,5,6,76.0,61.0,3,1,0,1,0
232,20,6.0,5,1,2,8,9,2.0,6,6,50.0,83.0,3,1,0,1,0
233,24,4.0,0,1,1,6,14,5.0,0,2,95.0,66.0,3,0,1,0,1
234,18,0.0,4,0,1,4,15,3.0,6,4,50.0,87.0,3,0,1,0,1
235,20,7.0,0,1,1,0,26,6.0,6,2,30.0,72.0,3,1,0,1,0
236,13,3.0,0,0,0,3,3,1.0,6,6,38.0,26.0,0,1,0,1,0
237,27,2.0,0,1,1,6,30,1.0,1,4,50.0,37.0,1,0,1,0,1
238,26,5.0,2,0,2,3,15,5.0,4,4,39.0,81.0,2,1,0,1,0
239,22,1.0,0,0,1,0,19,6.0,5,4,54.0,10.0,1,0,1,0,1
240,15,4.0,5,0,1,8,6,3.0,1,4,39.0,10.0,0,0,1,0,1
241,18,4.0,2,1,2,10,24,6.0,2,2,45.0,75.0,3,0,1,0,1
242,8,4.0,5,0,1,4,22,1.0,0,4,35.0,0.0,0,0,1,0,1
243,17,3.0,5,1,0,9,9,3.0,0,2,79.0,33.0,3,0,1,0,1
244,29,6.0,2,1,1,6,2,5.0,7,6,75.0,27.0,2,1,0,1,0
245,6,2.0,2,0,0,10,22,4.0,8,4,39.0,75.0,3,0,1,0,1
246,20,0.0,5,0,0,10,10,4.0,3,4,57.0,86.0,3,1,0,1,0
247,11,5.0,5,1,1,6,15,1.0,7,4,43.0,93.0,3,1,0,1,0
248,3,2.0,2,1,0,6,24,1.0,6,4,47.0,78.0,3,1,0,1,0
249,14,3.0,2,0,2,8,7,1.0,2,0,52.0,85.0,3,0,1,0,1
250,2,0.0,4,1,1,12,23,6.0,2,0,95.0,52.0,3,0,1,0,1
251,14,7.0,0,0,1,8,21,3.0,5,4,85.0,99.0,3,1,0,1,0
252,25,4.0,4,1,0,10,20,2.0,2,4,88.0,47.0,3,0,1,0,1
253,15,2.0,5,1,0,12,11,5.0,5,4,86.0,79.0,3,0,1,0,1
254,13,6.0,4,1,2,9,20,5.0,1,6,70.0,3.0,3,1,0,1,0
255,12,2.0,0,0,2,6,6,4.0,3,0,31.0,29.0,0,0,1,0,1
256,8,7.0,4,0,2,4,17,2.0,6,0,60.0,14.0,1,0,1,0,1
257,22,1.0,0,0,0,9,1,5.0,8,0,53.0,98.0,3,0,1,0,1
258,6,4.0,4,0,1,12,18,3.0,3,6,60.0,18.0,1,1,0,1,0
259,12,6.0,0,1,2,8,19,1.0,0,0,100.0,23.0,2,0,1,0,1
260,10,3.0,5,0,0,4,28,3.0,0,0,86.0,65.0,3,1,0,1,0
261,15,5.0,5,1,1,12,28,2.0,5,6,38.0,79.0,2,0,1,0,1
262,24,3.0,5,0,0,9,6,5.0,8,6,53.0,40.0,3,0,1,0,1
263,29,3.0,5,1,1,9,22,5.0,1,0,80.0,56.0,4,1,0,1,0
264,8,4.0,0,0,2,4,17,1.0,6,4,85.0,23.0,3,0,1,0,1
265,6,3.0,2,0,1,9,19,5.0,7,6,64.0,99.0,3,0,1,0,1
266,22,5.0,5,0,2,9,21,5.0,2,2,65.0,61.0,3,0,1,0,1
267,9,2.0,4,0,1,12,29,4.0,5,6,72.0,75.0,4,1,0,1,0
268,13,5.0,5,0,0,0,26,2.0,7,6,76.0,56.0,3,0,1,0,1
269,27,4.0,5,1,0,6,18,3.0,7,0,59.0,31.0,3,0,1,0,1
270,2,1.0,4,1,0,10,18,1.0,5,4,56.0,24.0,1,0,1,0,1
271,9,5.0,0,1,1,3,6,2.0,5,4,73.0,84.0,4,1,0,1,0
272,4,5.0,0,1,2,3,27,5.0,4,0,57.0,35.0,2,0,1,0,1
273,15,5.0,4,1,1,10,21,3.0,5,0,57.0,99.0,3,1,0,1,0
274,23,7.0,0,1,0,0,21,4.0,4,0,38.0,38.0,3,1,0,1,0
275,20,0.0,4,0,0,0,10,3.0,2,4,59.0,59.0,2,1,0,1,0
276,13,6.0,0,0,2,10,27,6.0,2,2,38.0,72.0,3,0,1,0,1
277,20,0.0,2,0,2,12,24,5.0,2,0,57.0,92.0,3,1,0,1,0
278,23,7.0,2,1,0,8,27,3.0,0,4,69.0,51.0,3,1,0,1,0
279,10,0.0,2,0,2,6,15,4.0,5,0,86.0,86.0,4,1,0,1,0
280,18,1.0,0,1,0,9,7,3.0,3,4,33.0,48.0,1,1,0,1,0
281,7,3.0,0,0,0,3,15,5.0,6,0,61.0,22.0,1,0,1,0,1
282,5,2.0,5,1,1,8,4,5.0,5,0,47.0,76.0,3,1,0,1,0
283,30,6.0,2,1,1,6,16,1.0,7,2,91.0,31.0,3,0,1,0,1
284,14,0.0,2,0,2,6,3,4.0,2,4,35.0,35.0,3,0,1,0,1
285,1,3.0,0,1,1,12,7,5.0,5,2,38.0,93.0,3,1,0,1,0
286,11,4.0,2,1,2,8,15,6.0,5,0,36.0,91.0,3,0,1,0,1
287,19,2.0,0,0,2,12,1,3.0,3,4,45.0,70.0,2,1,0,1,0
288,8,2.0,2,0,1,4,19,1.0,5,4,66.0,48.0,1,1,0,1,0
289,18,6.0,0,1,2,3,11,3.0,7,6,45.0,91.0,3,1,0,1,0
290,21,5.0,0,0,1,10,1,3.0,4,4,76.0,55.0,3,1,0,1,0
291,29,0.0,4,1,2,10,1,2.0,6,4,43.0,49.0,1,0,1,0,1
292,23,5.0,5,0,0,12,22,6.0,3,4,79.0,72.0,3,0,1,0,1
293,12,5.0,4,0,2,6,12,4.0,0,4,64.0,95.0,4,1,0,1,0
294,22,2.0,4,0,2,9,8,2.0,1,4,80.0,33.0,3,0,1,0,1
295,16,3.0,2,1,1,3,30,6.0,1,2,96.0,3.0,2,1,0,1,0
296,24,0.0,4,0,2,3,11,4.0,3,2,94.0,39.0,3,0,1,0,1
297,29,1.0,0,0,2,10,15,4.0,6,2,45.0,67.0,1,0,1,0,1
298,14,7.0,5,0,0,8,16,6.0,1,6,34.0,37.0,3,1,0,1,0
299,22,2.0,2,0,0,9,9,2.0,0,4,60.0,76.0,3,1,0,1,0
300,14,5.0,5,1,1,8,29,1.0,6,0,66.0,89.0,3,0,1,0,1
301,20,5.0,4,0,0,3,18,2.0,2,2,54.0,66.0,3,1,0,1,0
302,27,3.0,0,0,0,10,24,2.0,0,6,71.0,92.0,5,1,0,1,0
303,12,1.0,2,1,1,9,2,1.0,7,6,56.0,50.0,2,1,0,1,0
304,27,3.0,4,1,0,0,12,3.0,4,6,91.0,11.0,2,0,1,0,1
305,4,3.0,0,1,0,0,7,4.0,7,0,59.0,25.0,1,1,0,1,0
306,21,5.0,0,1,0,9,14,5.0,8,6,58.0,64.0,2,1,0,1,0
307,13,7.0,4,0,1,4,25,6.0,4,4,46.0,75.0,3,1,0,1,0
308,11,7.0,0,0,0,6,13,6.0,5,6,84.0,17.0,2,0,1,0,1
309,14,0.0,4,1,0,8,9,6.0,8,0,59.0,57.0,2,0,1,0,1
310,3,4.0,4,1,1,3,17,3.0,2,0,70.0,64.0,3,0,1,0,1
311,22,5.0,4,0,2,6,5,2.0,5,0,72.0,51.0,3,0,1,0,1
312,6,5.0,2,0,2,9,17,6.0,1,2,59.0,48.0,2,1,0,1,0
313,27,3.0,4,1,0,4,7,2.0,7,4,83.0,40.0,3,0,1,0,1
314,17,4.0,5,0,1,8,4,3.0,3,2,100.0,29.0,3,0,1,0,1
315,15,4.0,0,0,1,3,5,3.0,4,0,60.0,96.0,4,1,0,1,0
316,30,5.0,5,1,0,12,7,1.0,6,4,38.0,95.0,3,1,0,1,0
317,12,7.0,0,1,0,4,30,5.0,5,2,88.0,0.0,2,1,0,1,0
318,3,2.0,0,0,2,10,9,5.0,5,6,60.0,54.0,3,0,1,0,1
319,3,0.0,2,1,0,0,9,6.0,1,2,87.0,44.0,3,1,0,1,0
320,8,3.0,5,0,2,10,12,4.0,7,0,45.0,52.0,0,1,0,1,0
321,6,5.0,5,1,0,0,23,3.0,0,6,39.0,8.0,0,1,0,1,0
322,2,7.0,2,0,0,0,12,6.0,5,2,98.0,68.0,3,0,1,0,1
323,20,6.0,4,0,1,8,23,5.0,4,2,65.0,21.0,1,0,1,0,1
324,11,6.0,5,1,1,0,30,1.0,0,4,59.0,39.0,2,1,0,1,0
325,23,7.0,4,1,1,8,13,4.0,4,0,73.0,56.0,3,0,1,0,1
326,22,1.0,2,1,2,3,2,6.0,3,2,82.0,49.0,3,1,0,1,0
327,12,4.0,0,1,0,6,20,5.0,2,2,38.0,14.0,3,0,1,0,1
328,4,4.0,2,1,1,6,3,4.0,0,4,82.0,15.0,2,1,0,1,0
329,10,0.0,5,0,2,0,25,3.0,2,2,38.0,21.0,0,0,1,0,1
330,30,2.0,4,1,1,9,19,4.0,2,6,62.0,56.0,2,0,1,0,1
331,27,2.0,0,1,1,3,23,6.0,4,0,84.0,50.0,3,1,0,1,0
332,12,1.0,2,1,2,6,16,2.0,8,6,74.0,45.0,2,0,1,0,1
333,14,7.0,0,0,1,12,30,4.0,7,4,42.0,24.0,3,0,1,0,1
334,13,3.0,0,1,2,9,11,6.0,6,6,39.0,16.0,0,1,0,1,0
